[SECURITY] WARNING 2025-05-30 21:33:52,812 Failed login attempt: admin@portal.com from 192.168.65.1 - {'non_field_errors': [ErrorDetail(string='Invalid credentials', code='invalid')]}
[SECURITY] WARNING 2025-05-30 21:33:52,814 Security Response 401: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 21:34:07,867 Failed login attempt: admin@portal.com from 192.168.65.1 - {'non_field_errors': [ErrorDetail(string='Invalid credentials', code='invalid')]}
[SECURITY] WARNING 2025-05-30 21:34:07,868 Security Response 401: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 21:35:09,261 Failed login attempt: admin@portal.com from 192.168.65.1 - {'non_field_errors': [ErrorDetail(string='Invalid credentials', code='invalid')]}
[SECURITY] WARNING 2025-05-30 21:35:09,263 Security Response 401: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 21:36:54,821 Security Response 404: GET /favicon.ico - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 21:39:51,738 Failed login attempt: admin@example.com from 192.168.65.1 - {'non_field_errors': [ErrorDetail(string='Invalid credentials', code='invalid')]}
[SECURITY] WARNING 2025-05-30 21:39:51,739 Security Response 401: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 21:40:04,807 Failed login attempt: admin@example.com from 192.168.65.1 - {'non_field_errors': [ErrorDetail(string='Invalid credentials', code='invalid')]}
[SECURITY] WARNING 2025-05-30 21:40:04,807 Security Response 401: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 21:42:46,300 Failed login attempt: bilalhashimi89@gmail.com from 192.168.65.1 - {'non_field_errors': [ErrorDetail(string='Invalid credentials', code='invalid')]}
[SECURITY] WARNING 2025-05-30 21:42:46,301 Security Response 401: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] INFO 2025-05-30 21:43:18,375 Successful login: bilalhashimi89@gmail.com (role: admin) from 192.168.65.1
[SECURITY] INFO 2025-05-30 21:43:23,293 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 21:43:28,344 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:09:09,170 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/accounts/auth/logout/
[SECURITY] WARNING 2025-05-30 22:09:12,340 Security Response 401: GET /api/v1/documents/search/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] INFO 2025-05-30 22:09:30,155 Successful login: bilalhashimi89@gmail.com (role: admin) from 192.168.65.1
[SECURITY] WARNING 2025-05-30 22:11:49,773 Security Response 404: GET /favicon.ico - User: Anonymous - IP: 192.168.65.1
[SECURITY] INFO 2025-05-30 22:19:48,625 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:19:49,381 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:19:54,653 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:19:57,236 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:19:58,334 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:20:01,513 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/accounts/auth/logout/
[SECURITY] INFO 2025-05-30 22:20:17,664 Successful login: bilalhashimi89@gmail.com (role: admin) from 192.168.65.1
[SECURITY] INFO 2025-05-30 22:20:21,487 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:20:22,476 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:20:23,357 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:29:18,899 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:29:19,701 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:29:29,188 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/accounts/auth/logout/
[SECURITY] WARNING 2025-05-30 22:29:34,356 Security Response 401: GET /api/v1/documents/search/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 22:29:34,978 Security Response 401: GET /api/v1/documents/search/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 22:29:44,236 Unverified user login attempt: john@portal.com from 192.168.65.1
[SECURITY] WARNING 2025-05-30 22:29:44,237 Security Response 403: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 22:29:48,992 Unverified user login attempt: john@portal.com from 192.168.65.1
[SECURITY] WARNING 2025-05-30 22:29:48,993 Security Response 403: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] WARNING 2025-05-30 22:31:14,091 Unverified user login attempt: john@portal.com from 192.168.65.1
[SECURITY] WARNING 2025-05-30 22:31:14,092 Security Response 403: POST /api/v1/accounts/auth/login/ - User: Anonymous - IP: 192.168.65.1
[SECURITY] INFO 2025-05-30 22:32:36,276 Successful login: bilalhashimi89@gmail.com (role: admin) from 192.168.65.1
[SECURITY] INFO 2025-05-30 22:32:38,451 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:36:20,180 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:36:20,470 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/search/
[SECURITY] INFO 2025-05-30 22:36:24,457 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/
[SECURITY] WARNING 2025-05-30 22:36:24,470 Security Response 404: POST /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/ - User: bilalhashimi89@gmail.com (role: admin) - IP: 192.168.65.1
[SECURITY] INFO 2025-05-30 22:36:24,486 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/download/
[SECURITY] INFO 2025-05-30 22:36:25,917 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/
[SECURITY] WARNING 2025-05-30 22:36:25,923 Security Response 404: POST /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/ - User: bilalhashimi89@gmail.com (role: admin) - IP: 192.168.65.1
[SECURITY] INFO 2025-05-30 22:36:25,937 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/download/
[SECURITY] INFO 2025-05-30 22:36:26,211 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/
[SECURITY] WARNING 2025-05-30 22:36:26,215 Security Response 404: POST /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/ - User: bilalhashimi89@gmail.com (role: admin) - IP: 192.168.65.1
[SECURITY] INFO 2025-05-30 22:36:26,224 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/download/
[SECURITY] INFO 2025-05-30 22:36:26,415 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/
[SECURITY] WARNING 2025-05-30 22:36:26,421 Security Response 404: POST /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/ - User: bilalhashimi89@gmail.com (role: admin) - IP: 192.168.65.1
[SECURITY] INFO 2025-05-30 22:36:26,433 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/download/
[SECURITY] INFO 2025-05-30 22:36:26,634 Privileged access: bilalhashimi89@gmail.com (role: admin) accessed /api/v1/documents/df9e4a83-2cf1-4f3a-9e7a-037f79bf93c0/view/
